row,room_id,host_id,room_type,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,latitude,longitude,name
5896,24729462,186936752,Entire home/apt,Seattle,23,4.5,5,4,1.5,95,47.610423,-122.292291,Home In The Heart of The City
5897,24733818,8443889,Entire home/apt,Seattle,10,5,6,2,1,200,47.555659,-122.277366,awesome neighborhood in Seattle-Craftsman
5898,24734607,7060991,Entire home/apt,Seattle,19,4.5,2,0,1,65,47.659291,-122.39903,"Peaceful Park Central ""Studio"""
5899,24734649,26967583,Entire home/apt,Seattle,45,4.5,2,0,1,54,47.617214,-122.354345,"Clean, Bright and Serene Studio in Belltown!"
5900,24735769,19572616,Entire home/apt,Seattle,3,5,5,1,1,88,47.554316,-122.279043,Columbia City Bungalow
5902,24738217,82961680,Entire home/apt,Seattle,8,4.5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5903,24749819,11968814,Entire home/apt,Seattle,21,5,2,0,1,192,47.614245,-122.344615,Downtown Gypsy - Balcony & Space Needle View!
5904,24750639,180408766,Entire home/apt,Seattle,23,4.5,5,2,1,165,47.543442,-122.283538,"New remodel home @ Angel's PL-B, near light rail"
5905,24752447,6358879,Entire home/apt,Seattle,3,4.5,5,2,1.5,100,47.552575,-122.283446,"Columbia City/Hillman City townhouse, garden"
5906,24753011,21374211,Entire home/apt,Bellevue,25,4.5,4,0,1,90,47.569762,-122.159057,Quality Luxury Killer View & Double Studio
5907,24754961,121688409,Entire home/apt,Seattle,1,,2,1,1,120,47.558099,-122.390664,Mid-Century West Seattle Home w/Yard-Near Shuttle!
5908,24755524,31671769,Entire home/apt,Seattle,23,5,6,2,1.5,160,47.631142,-122.369687,Shiny New Water View Apartment on Queen Anne
5909,24755619,164488739,Entire home/apt,Seattle,71,5,4,1,1,104,47.611876,-122.349339,Trifecta ★ 8 Min Walk to Pike Place ★ Rooftop View
5910,24758349,9009039,Entire home/apt,Seattle,5,5,4,1,1,79,47.699248,-122.317396,Beautiful New Maple Leaf Townhouse
5911,24758466,101566492,Entire home/apt,Seattle,64,5,6,2,2,87,47.675296,-122.32981,Sunny & Stylish Home - 5 Minute Walk to Green Lake
5912,24759831,82961680,Entire home/apt,Seattle,13,5,2,1,1,88,47.622089,-122.332497,Brand New Premium Apt Central SLU Near Amazon
5913,24760401,82961680,Entire home/apt,Seattle,9,4.5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5914,24760516,82961680,Entire home/apt,Seattle,11,4.5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5915,24760583,82961680,Entire home/apt,Seattle,6,4.5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5916,24761125,82961680,Entire home/apt,Seattle,8,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma 511
5917,24761186,23165254,Entire home/apt,Seattle,8,5,4,1,1,99,47.665493,-122.368807,The Amazing Woodland Suite Downtown Seattle
5918,24761195,82961680,Entire home/apt,Seattle,11,4.5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5919,24761259,82961680,Entire home/apt,Seattle,16,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5920,24761360,82961680,Entire home/apt,Seattle,11,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5921,24761379,82961680,Entire home/apt,Seattle,4,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5922,24771147,82961680,Entire home/apt,Seattle,11,5,2,1,1,88,47.622089,-122.332497,Brand New Premium Apt Central SLU Near Amazon
5923,24771596,82961680,Entire home/apt,Seattle,9,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5924,24772580,50404838,Private room,Seattle,25,5,4,1,1,43,47.658703,-122.319174,Private Room in University District
5925,24772746,18250886,Entire home/apt,Seattle,37,5,4,1,1,99,47.573271,-122.414606,Alki Beach Oasis 2
5926,24773738,82961680,Entire home/apt,Seattle,9,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5927,24774326,82961680,Entire home/apt,Seattle,6,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5928,24774550,82961680,Entire home/apt,Seattle,26,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5929,24775012,82961680,Entire home/apt,Seattle,9,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt By Amazon - Chroma SLU
5930,24775109,64695502,Entire home/apt,Seattle,3,5,4,2,1,87,47.644016,-122.324353,Sunny Bright Condo with Lake Union Views
5931,24775534,82961680,Entire home/apt,Seattle,17,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt Near Amzn - Chroma SLU
5932,24775716,82961680,Entire home/apt,Seattle,21,5,2,1,1,88,47.622089,-122.332497,Domicile – New Premium Apt By Amazon - Chroma SLU
5933,24775756,186936193,Entire home/apt,Bellevue,31,5,6,2,2,150,47.622607,-122.201983,Private and Spacious Urban Garden Condo
5934,24784524,34405501,Private room,Bellevue,16,5,2,1,1,39,47.625744,-122.210544,Quiet private room in house near Bellevue Square
5935,24790991,166497553,Entire home/apt,Seattle,4,5,4,2,2,115,47.615815,-122.308749,The Exec. Thrill On the Hill!-Lg. 2 bed Penthouse
5936,24791840,140236800,Entire home/apt,Seattle,7,4.5,6,3,2,190,47.636896,-122.361176,3BR w/ Fenced Backyard - Walk to Queen Anne Avenue
5937,24797891,34405501,Private room,Bellevue,18,5,2,1,1,36,47.626102,-122.208924,Cozy new renovated private room Bellevue downtown
5938,24801305,47859391,Entire home/apt,Seattle,58,5,3,0,1,70,47.61624,-122.318042,Brand new studio in Capital Hill-Walk to Downtown
5939,24801941,182866475,Entire home/apt,Seattle,11,5,4,2,2,150,47.609003,-122.312381,"New Capitol Hill Townhouse, walk to everything."
5940,24809443,20130582,Entire home/apt,Seattle,32,5,6,2,1,90,47.663811,-122.353348,Walk to the Woodland Park Zoo from a 1916 Craftsman Home
5941,24816296,24831061,Entire home/apt,Seattle,22,4.5,8,3,2.5,123,47.566463,-122.28946,Modern Style Urban Getaway
5942,24821760,166497553,Entire home/apt,Bellevue,2,,3,2,1,85,47.640414,-122.19233,Seattle's East Retreat- 2 Bed Condo
5943,24828105,68254871,Entire home/apt,Seattle,2,,4,1,1,150,47.638092,-122.337808,Houseboat on Lake Union in Seattle WA - long term
5944,24831469,948276,Entire home/apt,Seattle,19,5,4,2,2.5,200,47.669418,-122.362127,Modern Townhome Walk to Downtown Ballard
5945,24844771,87764829,Entire home/apt,Kirkland,8,4.5,6,3,2.5,169,47.70484,-122.237847,Quiet Getaway in Juanita/Finnhill
5946,24844889,1243056,Private room,Seattle,0,,1,0,4,130,47.657368,-122.319398,UW Hacker House — Pvt Twin
5947,24848205,142248716,Entire home/apt,Seattle,44,5,4,2,2,159,47.657118,-122.327016,Latona Penthouse Suite
5948,24859199,138924514,Entire home/apt,Seattle,3,3.5,8,4,2,323,47.685286,-122.339459,"Lakefront Legacy Home w Seattle Charm, Right Across from Green Lake! 10%OFF!"
5949,24865391,5741615,Entire home/apt,Seattle,9,5,6,3,2.5,145,47.593816,-122.297804,Elmwood House
5950,24867535,23316168,Private room,Kirkland,0,,3,1,1,79,47.719084,-122.193002,Clean and bright private room in Kirkland
5952,24872672,2488409,Entire home/apt,Seattle,1,,7,3,3.5,245,47.524226,-122.38267,Every Room with a View
5953,24873464,119784888,Private room,Seattle,29,4.5,5,1,1.5,45,47.708475,-122.279976,"Bright,Simple comfort room,Close to UW_rm B"
5954,24875091,52988651,Entire home/apt,Seattle,62,4.5,3,1,1,46,47.618046,-122.312401,Large 690 SQFT  Apartment B in Central Seattle无清洁费
5955,24879614,16958396,Entire home/apt,Seattle,3,4.5,4,1,1,149,47.559229,-122.29244,Walk to Rail Station. Newly Remodeled Sunshine Apt
5956,24885575,117796167,Entire home/apt,Kirkland,2,,8,3,3.5,2800,47.707262,-122.248111,Waterfront luxury - your own private resort!
5958,24888909,188164325,Entire home/apt,Seattle,50,5,2,1,1,65,47.617195,-122.29777,Newly renovated Modern Apt. in Madison Valley
5959,24891097,74544639,Entire home/apt,Seattle,18,4.5,2,0,1,89,47.658146,-122.318483,Entire place in Seattle
5960,24891151,10439112,Entire home/apt,Seattle,0,,4,2,2,249,47.57527,-122.310663,Modern Beacon Hill Townhouse
5961,24893539,148674778,Entire home/apt,Seattle,2,,5,3,2,330,47.637922,-122.35575300000001,The Blue House
5962,24893567,6502788,Entire home/apt,Seattle,87,5,2,0,1,70,47.609356,-122.310067,Castle Black. Cozy Nordic-inspired retreat
5963,24894111,103063006,Entire home/apt,Seattle,58,5,6,1,1,83,47.652804,-122.357242,The Loft at Fremont Canal
5964,24894772,36728465,Private room,Seattle,24,4.5,2,1,1,50,47.647047,-122.355405,Perfect Location in Upper Queen Anne
5965,24896569,29180426,Entire home/apt,Seattle,6,4.5,2,1,1,125,47.617709,-122.308666,"Sophisticated, Chique Seattle Apartment"
5966,24909056,776719,Entire home/apt,Seattle,6,5,2,1,1,120,47.61152,-122.343948,Furnished Belltown Luxury Condo
5967,24917117,27804787,Entire home/apt,Seattle,6,5,5,2,2,140,47.608026,-122.339025,11th Heaven Pike Place Market
5968,24917684,26967583,Entire home/apt,Seattle,18,4.5,2,0,1,50,47.613924,-122.312582,"Clean, Hip, Modern Studio in Capitol Hill"
5969,24917778,171990562,Entire home/apt,Redmond,1,,5,2,2,98,47.671542,-122.133842,REDMOND CONDO - Close to Microsoft & Seattle
5970,24920327,15443560,Entire home/apt,Seattle,28,5,7,2,1,50,47.610031,-122.306098,The Pineapple in The Little Yellow House
5971,24921116,30365082,Entire home/apt,Seattle,8,4,5,2,1,100,47.578384,-122.412521,Alki Beach View Villa on the Water
5972,24922414,673091,Entire home/apt,Seattle,37,5,2,0,1,85,47.592582,-122.29091,Brand new self contained apartment and furnishings
5973,24922536,188434438,Entire home/apt,Seattle,23,5,2,1,1,75,47.525519,-122.38337,La Porte Bleue Guest Suite in West Seattle
5974,24922789,10063676,Private room,Seattle,13,5,2,1,1,70,47.690076,-122.365809,Greenwood Garden Suite
5975,24931440,188491620,Private room,Seattle,30,4.5,6,1,1.5,37,47.610286,-122.31152,Deja Blue (Artist Hostel in Central Seattle)
5976,24938208,25816390,Entire home/apt,Seattle,13,5,7,4,2,295,47.638532,-122.30402,Beautiful In-City 4 Bedroom Home on Quiet Street
5977,24941657,42446972,Entire home/apt,Seattle,44,5,2,1,1,100,47.603987,-122.335073,NEW Modern Design 1BD DOWNTOWN FREE PARKING
5978,24944573,52988651,Entire home/apt,Seattle,50,4.5,3,1,1,43,47.618046,-122.312401,Large 700 SQFT Suite 103 in Central Seattle无清洁费
5979,24945684,29773804,Entire home/apt,Seattle,30,5,2,1,1,100,47.562596,-122.314001,Modern Hotel-Style Tech Suite
5980,24950039,14748665,Entire home/apt,Seattle,26,5,2,1,1,85,47.627367,-122.321525,Capitol Hill basement high walkscore home
5981,24957250,13648077,Entire home/apt,Seattle,29,5,8,4,3.5,159,47.673093,-122.326508,The Green Lake Modern- 4BR house in BEST location!
5982,24958419,13701143,Private room,Seattle,30,5,2,1,1,29,47.527234,-122.346737,West Seattle cozy private room with hot tub
5983,24958893,13701143,Private room,Seattle,33,5,2,1,1,29,47.527624,-122.348538,West Seattle spacious private room with hot tub
5984,24959196,188692979,Entire home/apt,Seattle,38,5,4,1,1,135,47.639051,-122.325245,Eastlake top floor home with Lake Union views
5985,24959313,13701143,Private room,Seattle,36,5,2,1,1,39,47.527364,-122.348156,West Seattle master bedroom private bathroom
5986,24962144,188715466,Entire home/apt,Seattle,27,5,2,1,1,99,47.555029,-122.274375,Little Pearl House
5987,24964275,2478650,Entire home/apt,Seattle,31,5,8,4,2,300,47.593065,-122.390185,"ALKI BEACH HOUSE - 11 mins to Seattle, sleep 9."
5988,24968615,4942505,Entire home/apt,Seattle,7,4.5,6,2,1,70,47.574627,-122.408866,Awesome Guest suite @Alki the beach bungalow
5989,24987242,188900063,Entire home/apt,Seattle,54,4.5,4,1,1,65,47.676714,-122.376941,Suite in the heart of Ballard
5990,24990505,173565766,Entire home/apt,Seattle,39,4.5,2,1,1,75,47.601024,-122.325564,Int'l District meets Pioneer Square - Large 1bd
5991,24992807,23792018,Entire home/apt,Seattle,4,5,4,1,1,147,47.612837,-122.329187,Convention Center Open 1 Bedroom Signature Suite
5992,24992994,80950986,Entire home/apt,Seattle,37,5,3,1,1,68,47.565412,-122.276273,Brand-New Sunny Cottage in Columbia City
5993,24994383,104972175,Entire home/apt,Seattle,2,,4,1,1.5,360,47.619916,-122.322675,Spacious and beautiful place in Capitol Hill
5994,24996483,18668299,Private room,Seattle,36,5,2,1,2,89,47.622259,-122.319898,"Capitol Hill & Broadway Home Room#C , Free Parking"
5995,25008205,90870164,Private room,Redmond,25,5,3,1,1.5,30,47.699502,-122.128043,Redmond Private Room - Bright and Clean
5996,25012724,183750232,Entire home/apt,Seattle,50,5,3,0,1,64,47.618414,-122.347557,"Great Comfy Apt, Steps Away from Space Needle"
5998,25016471,25602999,Entire home/apt,Seattle,19,5,4,0,1,80,47.558095,-122.281638,Columbia City Farmhouse Studio Apartment
5999,25016795,247975,Entire home/apt,Seattle,4,5,6,2,2,150,47.71364,-122.305199,"Bright, Super Kid-Friendly Home on Peaceful Street"
6000,25019380,90870164,Private room,Redmond,24,5,3,1,1.5,35,47.700637,-122.130768,Redmond Private Room - Spacious and Comfortable
6001,25029389,189213732,Entire home/apt,Seattle,20,4.5,3,1,1,75,47.613051,-122.350462,Cozy Open 1 bedroom Downtown Seattle 97 Walkscore
6002,25033197,162098371,Entire home/apt,Seattle,22,5,4,1,1,129,47.611607,-122.303683,"Central Seattle Private Unit,  Great Location!"
6003,25033482,327046,Entire home/apt,Seattle,43,5,4,2,1,105,47.675931,-122.377701,Cozy & Quiet Base for Your Seattle Adventure
6004,25036931,189279829,Private room,Seattle,1,,1,1,1,24,47.674441,-122.261189,Private room near University district in Seattle.
6005,25047285,785478,Entire home/apt,Seattle,27,5,4,1,1,65,47.647099,-122.369824,Charming 1000 sq.ft. 3-room Suite
6006,25051389,69518969,Private room,Seattle,5,5,2,1,1.5,65,47.523935,-122.327702,"Spacious South Park room - Couples, Families"
6007,25052693,1225656,Entire home/apt,Seattle,29,5,4,1,1,64,47.625505,-122.316207,Capitol Hill Artist's 1 bedroom
6008,25053046,1792450,Entire home/apt,Seattle,4,5,5,2,1.5,299,47.677027,-122.391772,"Vibrant, Ultra-Modern Home with a Hot Tub"
6009,25053964,6473934,Entire home/apt,Seattle,0,,8,4,1.5,275,47.555151,-122.290961,1920’s Bungalow in Columbia City
6010,25054974,8995396,Entire home/apt,Seattle,4,5,4,2,1,110,47.541933,-122.386021,Condo in West Seattle - Private
6011,25055857,75802638,Entire home/apt,Seattle,28,5,5,2,1,179,47.609816,-122.344361,Spacious 2Bd Waterfront Apt Near Pike Place Mkt
6012,25056478,23046080,Entire home/apt,Seattle,6,4.5,3,1,1,111,47.619301,-122.333256,"Beautiful 1 br in South Lake Union, Seattle"
6013,25058197,20539222,Private room,Seattle,19,5,4,1,1,70,47.566436,-122.292383,Spacious basement in Columbia City home
6014,25078326,189213732,Entire home/apt,Seattle,23,4.5,3,0,1,79,47.61792,-122.348308,Comfy Open 1 bedroom Downtown Studio 97 Walkscore
6015,25080847,566102,Entire home/apt,Seattle,37,5,2,0,1,85,47.660685,-122.350759,Cedar House Cottage
6016,25083777,35997976,Entire home/apt,Seattle,29,5,4,2,1,145,47.637232,-122.365973,Victorian Home in Queen Anne (Upper Unit)
6017,25084648,15082394,Entire home/apt,Seattle,24,5,4,1,1,49,47.528027,-122.261572,Lake Washington Waterfront 1 BD Guest House. Deck!
6018,25084961,7465403,Entire home/apt,Seattle,30,5,3,1,1,89,47.607818,-122.340849,Seattle Gum Wall - Perfect Tourist Destination
6019,25085566,40613006,Private room,Seattle,10,5,2,1,1,70,47.640377,-122.324982,Master bed with ensuite bath in brand new townhome
6020,25087100,189649805,Entire home/apt,Seattle,31,5,6,2,1,104,47.693856,-122.327133,Modern 2 BR private apartment in Maple Leaf
6021,25087255,1744904,Entire home/apt,Seattle,0,,4,2,1,90,47.682831,-122.388964,Ballard Mid Century Charmer
6022,25092622,140236800,Entire home/apt,Seattle,1,,6,2,2,182,47.635595,-122.369912,Queen Anne 2BR w/ Mountain Views
6023,25098816,7979440,Entire home/apt,Seattle,18,5,4,1,1,48,47.668106,-122.367962,Beautiful Ballard Apartment
6024,25103032,170202382,Entire home/apt,Seattle,2,,4,3,1,150,47.612069,-122.303993,Centrally located home on quiet street
6025,25103491,19512000,Entire home/apt,Seattle,31,4.5,5,2,1,83,47.526192,-122.288329,Seattle Pop Art House
6026,25110333,12005843,Entire home/apt,Seattle,24,5,2,1,1,93,47.641394,-122.304636,Montlake Studio
6027,25110702,22816006,Entire home/apt,Seattle,11,5,7,3,2,182,47.6301,-122.368309,"Magical 1906 Victorian w/views. 2400sf, king bed!"
6028,25112702,4090090,Entire home/apt,Seattle,18,4.5,3,1,1,90,47.595887,-122.29911,"Convenient,Quiet and light filled apartment."
6029,25113399,56784852,Private room,Seattle,48,5,2,1,1,75,47.607922,-122.338361,Large Bedroom in Executive Flat Near Pikes Place
6030,25114040,13158974,Entire home/apt,Seattle,7,5,2,1,1,195,47.619255,-122.304521,Capitol Hill / Central District
6031,25115207,42609625,Private room,Seattle,5,5,1,1,1,55,47.514324,-122.264387,Home away from home - 2nd bedroom
6032,25115867,183255783,Private room,Seattle,16,4.5,3,1,1,69,47.63583,-122.371903,Modern & spacious apt in amazing city location!
6033,25129804,41381863,Entire home/apt,Seattle,20,5,4,2,1,79,47.515764,-122.370485,Bocce Ball
6034,25136102,5020412,Entire home/apt,Seattle,8,5,4,2,1,94,47.67387,-122.356251,Home of flowers & light  (and no cleaning fee!)
6035,25137610,9588305,Entire home/apt,Seattle,52,5,2,1,1,60,47.683622,-122.395638,"Private Suite in Sunset Hill (Ballard, Seattle)"
6036,25140594,29186258,Entire home/apt,Bellevue,3,4.5,4,1,1,168,47.612928,-122.191888,Apt close to major business buildings downtown
6037,25141810,12058442,Entire home/apt,Seattle,55,5,2,0,1,42,47.612114,-122.349836,Modern Studio near Pike Place Market Waterfront
6038,25160814,4090399,Entire home/apt,Seattle,5,5,8,4,2,320,47.704424,-122.383606,Stunning Home with Puget Sound & Olympic Mt Views
6039,25163764,72531639,Entire home/apt,Seattle,42,4.5,2,0,1,90,47.608185,-122.342626,Waterview Apartment near Pike Place Market
6040,25166193,8802134,Entire home/apt,Seattle,11,4.5,13,5,3,375,47.669661,-122.307703,Light and bright 5BA3BA  near UW Walk score of 90!
6041,25169234,26967583,Entire home/apt,Seattle,22,5,2,0,1,60,47.619897,-122.352811,Downtown Studio next to the Space Needle! #4
6042,25170755,49083043,Entire home/apt,Seattle,18,5,2,0,1,101,47.645942,-122.302464,Modern & spacious Montlake studio near U. of Wash.
6043,25171976,68265084,Entire home/apt,Seattle,13,5,2,1,1,79,47.691414,-122.291313,Wedgwood  Mid-Century - Ekolu Apartment #2
6044,25179298,140236800,Entire home/apt,Seattle,10,4.5,6,2,2,160,47.636076,-122.371603,"Updated Queen Anne 2BR, Next to Spa"
6045,25187043,190310907,Entire home/apt,Seattle,21,5,2,0,1,80,47.682007,-122.368384,Cozy Daylight Basement Apartment
6046,25187860,26967583,Private room,Seattle,21,3.5,2,1,1,25,47.643759,-122.304203,Treetop Suite with Private Bathroom w/ Kitchenette
6047,25192007,52272417,Entire home/apt,Seattle,53,4.5,3,0,1,62,47.618073,-122.345587,"Sightseeing, Amazon HQ, Clean, Convenient"
6048,25198725,50751439,Private room,Seattle,7,5,2,1,1.5,110,47.624419,-122.316635,Capitol Hill Cutie : Dove (Queen)
6049,25203922,190433737,Entire home/apt,Seattle,8,4.5,4,2,1,60,47.703397,-122.341237,2King Size Bedrooms Private Mother In-Law Basement
6050,25204844,18214279,Entire home/apt,Seattle,75,5,4,1,1,75,47.685054,-122.383606,The Ballard Gallery
6051,25205332,190433737,Private room,Seattle,8,5,2,1,1,34,47.703397,-122.340796,The Queen Room (King Size Bed)
6052,25205611,190433737,Private room,Seattle,4,5,2,1,1,34,47.704125,-122.340708,The King Room (King Size Bed)
6053,25206065,53552204,Private room,Seattle,20,4.5,2,1,1.5,55,47.665804,-122.30721,Zen Room
6054,25210949,50751439,Private room,Seattle,10,5,3,2,1.5,130,47.624156,-122.31684,Capitol Hill Cutie : Dove (Queen) & Ivory (Twin)
6056,25221855,140236800,Entire home/apt,Seattle,4,4.5,6,3,2,177,47.681089,-122.362219,"3BR w/ Lush Yard, Fireplace & BBQ"
6057,25224607,22588057,Private room,Seattle,2,,2,1,1,80,47.559916,-122.280972,Historic 1906 Seattle Home/Blue Room - 1 Bedroom
6058,25226896,137467,Private room,Seattle,18,5,1,1,1,35,47.637552,-122.363692,HEART of Seattle. LIVE Like a Local. BE a Local.
6059,25230615,22588057,Private room,Seattle,2,,2,1,1,100,47.559432,-122.279717,Historic 1906 Home Seattle/Sienna Room-1 Bedroom
6060,25231650,179604920,Entire home/apt,Seattle,28,5,3,1,1,89,47.587422,-122.294582,Oasis of calm right in the middle of Seattle
6061,25232797,45174778,Private room,Bellevue,3,4.5,1,1,1,38,47.590374,-122.165509,"Large Woodbridge RM close to Bellevue DT,I90,bus"
6062,25233322,190652693,Private room,Bellevue,52,5,3,0,1,50,47.594208,-122.148116,Studio with private entry
6063,25235543,190671088,Entire home/apt,Seattle,0,,2,1,1,180,47.609108,-122.342636,@Pike Place
6064,25236385,22553254,Entire home/apt,Seattle,4,5,8,3,3.5,395,47.619344,-122.301793,"Rare Gem in Capitol Hill: AC, 4baths, gym!"
6065,25237271,190690543,Entire home/apt,Seattle,24,5,2,0,1,75,47.695122,-122.335611,A&M Guest Suite
6066,25237275,17376494,Entire home/apt,Seattle,1,,10,4,3,450,47.623967,-122.292401,Madison Valley Treasure
6067,25239084,26967583,Entire home/apt,Seattle,28,4.5,2,1,1,60,47.620174,-122.354621,Downtown Studio steps from the Space Needle #6
6068,25253289,16297510,Entire home/apt,Seattle,3,5,2,0,1,59,47.619568,-122.357714,"Steps From It All, Life in Seattle's Center"
6069,25254395,20291733,Entire home/apt,Seattle,13,5,6,2,1,99,47.665402,-122.332088,Brand New Green Lake 2 Bedroom in Seattle
6070,25261563,168817864,Entire home/apt,Seattle,29,5,14,5,3,250,47.632837,-122.307815,5BR/3BA Capitol Hill home in the heart of Seattle!
6071,25261732,186782696,Entire home/apt,Seattle,25,5,2,0,1,70,47.717061,-122.292227,Minimalist Studio | 25 mins to Downtown Seattle
6072,25262674,3197009,Private room,Seattle,12,5,2,1,1,55,47.554982,-122.362387,Private Upstairs Room w/Bath in Modern Townhouse
6073,25265116,60691920,Entire home/apt,Bellevue,6,5,4,1,1,127,47.635177,-122.171823,Cherry Crest Cottage
6074,25265293,190880343,Entire home/apt,Seattle,56,5,6,1,1,95,47.616886,-122.331169,Kremrest - Garden Suite - Spacious City Loft
6075,25266471,72556256,Entire home/apt,Seattle,4,4.5,6,2,1,150,47.514601999999996,-122.347752,Seattle Home with Mountain View
6076,25266509,115579079,Private room,Seattle,8,4.5,2,1,1,50,47.714399,-122.310796,"Convenient Northgate Mall House, Pike Place Room"
6077,25269354,190917633,Private room,Seattle,36,5,2,1,1,28,47.588843,-122.311603,Modern & bright room near downtown
6078,25270013,52988651,Entire home/apt,Seattle,48,4.5,5,1,1,118,47.618046,-122.312401,Large 700 SQFT Suite 204 in Central Seattle可讲中文
6079,25289499,8158312,Private room,Seattle,34,5,2,1,1,85,47.612732,-122.34584,Luxury Spacious room in the heart of Downtown!
6080,25294618,55710174,Entire home/apt,Seattle,5,5,5,4,2,120,47.671795,-122.362329,Seattle Single Family Home with a View
6081,25295521,191081917,Private room,Redmond,0,,1,1,0,85,47.6746,-122.121842,Near Microsoft a private room just like home!
6082,25296669,29816532,Entire home/apt,Seattle,23,5,4,1,1,98,47.641944,-122.369087,Kelly's on Queen Anne
6083,25298711,9125949,Entire home/apt,Seattle,0,,6,3,2,380,47.646565,-122.390075,Midcentury Home with a View in Magnolia
6084,25306785,27958289,Entire home/apt,Seattle,36,5,4,1,1,69,47.677594,-122.39619,Sunset Hill Private Lower Level Apartment
6086,25320101,11640857,Entire home/apt,Seattle,31,5,4,1,1,119,47.638092,-122.318823,Modern Capitol Hill 1BR Apartment w/Kitchen
6087,25322977,7285543,Entire home/apt,Seattle,5,5,4,2,1,120,47.634581,-122.361159,"Upper Queen Anne House - Walk to Bars, Kerry Park!"
6088,25323506,135274751,Entire home/apt,Seattle,28,5,6,2,2.5,129,47.670901,-122.384813,Heart of Ballard Luxury Townhome Loft
6089,25326022,26301255,Entire home/apt,Seattle,21,5,4,2,1,125,47.539979,-122.321652,Charming Georgetown cottage
6090,25326639,113470569,Private room,Seattle,31,5,2,1,1,46,47.605459,-122.304479,Master private bedroom in Central District
6091,25327397,191294398,Private room,Seattle,24,5,3,1,1,75,47.666227,-122.328358,Big Blue House
6092,25328220,66108199,Entire home/apt,Seattle,13,5,6,2,1,149,47.689451,-122.341216,Greenlake Charm [newly renovated 2018]
6093,25329267,191268897,Entire home/apt,Redmond,13,5,4,2,1,140,47.65669,-122.130043,Private & Comfortable Home - Redmond WA
6094,25329371,286545,Entire home/apt,Seattle,1,,4,2,2,250,47.567409,-122.402788,"Mid-Century Home with a View, Minutes to Beach"
6095,25330340,68265084,Entire home/apt,Seattle,15,5,2,1,1,79,47.691414,-122.291313,Wedgwood  Mid-Century - Ekolu Apartment #3
6096,25338089,7261877,Entire home/apt,Seattle,29,5,4,1,1,135,47.615746,-122.348229,Near Pike Market and Cruise Ships. Private Patio!
6097,25339626,131677032,Private room,Seattle,15,4.5,4,1,1,69,47.710777,-122.318507,Seattle One-Bedroom Suite
6098,25344428,79536248,Entire home/apt,Seattle,1,,2,1,1,125,47.543988,-122.375958,La Maison Verte - West Seattle Townhome
6099,25345102,49321343,Entire home/apt,Seattle,14,5,3,0,1,80,47.654513,-122.342053,Fully Equipped Modern Private Studio in Fremont
6100,25346011,31173869,Entire home/apt,Kirkland,16,5,5,3,1,105,47.665974,-122.177859,Charming Kirkland house. Great Location!
6102,25353735,179687197,Entire home/apt,Seattle,58,5,4,1,1,75,47.635475,-122.339783,Yacht on the lake in Seattle
6103,25356208,191459730,Entire home/apt,Seattle,12,5,3,0,1,120,47.677103,-122.269149,Modern Private Oasis - Architectural Dream
6104,25356262,9129248,Entire home/apt,Seattle,47,5,2,0,1,85,47.588721,-122.308078,"Modern, clean, Boho-chic: The SOHO Suite."
6105,25356713,18668299,Private room,Seattle,31,4.5,2,1,2,79,47.623821,-122.320378,Capitol Hill &Broadway Home Room#D Free Parking
6106,25369216,32503924,Entire home/apt,Seattle,6,5,5,2,2.5,85,47.637755,-122.32723,Beautiful 2BR Modern Townhouse in Eastlake!
6107,25370923,86149323,Private room,Seattle,33,5,2,1,1,36,47.662489,-122.363399,Poseidon's Oasis at the Ballard Parthenon
6108,25372987,190136700,Entire home/apt,Seattle,22,5,3,1,1,96,47.611904,-122.329454,Modern+Cool @ Convention Center & Capitol Hill.
6109,25374324,26967583,Entire home/apt,Seattle,20,4,2,0,1,50,47.606729,-122.315162,Capitol Hill Hip Red Vintage Studio #3
6110,25377648,3763970,Entire home/apt,Seattle,25,5,10,4,2.5,198,47.538827,-122.35207,"Bright & Cheery Seattle Home:
Easy City Stay !"
